Country ID,Country name,Document ID by country,Government document,Policy targets green technology,Focus areas,action or strategy,Policy promotes youth employment,Policy promotes women employment,policy promotes employment of people with disabilities,Policy class,,
52,Uganda,1,National Climate Change Policy (2015),Yes,fishery,promoting biological engineering and restoration of stress-tolerant organisms,Yes,Yes,Yes,Innovation,,
52,Uganda,1,National Climate Change Policy (2015),Yes,agriculture,promoting and encourage conservation agriculture and ecologically compatible cropping systems to increase resilience to the impacts climate change.,Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,1,National Climate Change Policy (2015),Yes,energy,providing tax incentives and other benefits to private-sector companies who invest in cleaner energy generation,Yes,Yes,Yes,Economic instrument,,
52,Uganda,1,National Climate Change Policy (2015),Yes,forestry,"providing financial support, technology transfer and capacity building, especially to forest-dependent communities",Yes,Yes,Yes,Economic instrument,,
52,Uganda,1,National Climate Change Policy (2015),Yes,energy,promoting efficient firewood/charcoal stoves and solar and lpg cookers through household subsidies or tax waivers,Yes,Yes,Yes,Innovation,,
52,Uganda,1,National Climate Change Policy (2015),Yes,agriculture,supporting community-based adaptation strategies through stretched extension services to enhance the resilience of agricultural systems to the impacts of climate change.,Yes,Yes,Yes,support and enablement,,
52,Uganda,1,National Climate Change Policy (2015),Yes,energy,promote energy-efficient firewood cook stoves and solar and liquefied petroleum gas (lpg) cookers,Yes,Yes,Yes,Innovation,,
52,Uganda,1,National Climate Change Policy (2015),Yes,energy,diversifying energy sources by promoting the use of alternative renewable energy sources,Yes,Yes,Yes,Innovation,,
52,Uganda,1,National Climate Change Policy (2015),Yes,industry,promoting cleaner production in the industrial sector,Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,1,National Climate Change Policy (2015),Yes,fishery,promoting and encouraging climate change resilient fishing practices,Yes,Yes,Yes,support and enablement,,
52,Uganda,1,National Climate Change Policy (2015),Yes,water,strengthening water resource monitoring networks and flood warning systems,Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,1,National Climate Change Policy (2015),Yes,industry,promoting new technologies in cement processing industries,Yes,Yes,Yes,Innovation,,
52,Uganda,1,National Climate Change Policy (2015),Yes,energy,developing hydroelectric and geothermal power systems and integrating them into the east african power pool in the medium term,Yes,Yes,Yes,Innovation,,
52,Uganda,1,National Climate Change Policy (2015),Yes,industry,geothermal power generation,Yes,Yes,Yes,Innovation,,
52,Uganda,1,National Climate Change Policy (2015),Yes,multiple sectors,build incentives for climate-friendly approaches to development and technology transfer in various sectors ,Yes,Yes,Yes,Economic instrument,,
52,Uganda,1,National Climate Change Policy (2015),Yes,energy,incentivising cogeneration (production by industries of heat or steam and electricity from renewable biomass),Yes,Yes,Yes,Economic instrument,,
52,Uganda,1,National Climate Change Policy (2015),Yes,agriculture,"promoting and encouraging highly adaptive and productive crop varieties and cultivars in drought-prone, flood-prone and rain-fed crop farming systems.",Yes,Yes,Yes,support and enablement,,
52,Uganda,1,National Climate Change Policy (2015),Yes,water,"supporting institutional and human capacity building in water resource use, development and management",Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,1,National Climate Change Policy (2015),Yes,multiple sectors,Put in place social protection mechanisms to ensure that vulnerable groups and communities are empowered to effectively and adequately adapt to the impacts of climate change.,Yes,Yes,Yes,support and enablement,,
52,Uganda,1,National Climate Change Policy (2015),Yes,multiple sectors,Support and encourage vulnerable groups to engage in sustainable adaptation mechanisms to cope with climate change impacts.,Yes,Yes,Yes,support and enablement,,
52,Uganda,1,National Climate Change Policy (2015),Yes,multiple sectors,Integrate climate change–related issues into economic policies and action plans that address the needs of vulnerable groups.,Yes,Yes,Yes,soft instrument,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,"develop financing schemes adapted to local needs and traditions, such as revolving funds, to enable market development for small, appropriate renewable energy technologies for rural development, such as household solar pv systems.",No,Yes,No,Economic instrument,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,develop appropriate regulations for grid connections and wheeling of electricity generated from renewable energy,No,Yes,No,Regulatory,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,identify appropriate public private partnerships for the promotion of renewable energy technology and development.,No,Yes,No,Innovation,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,attract qualified personnel into the sector so as to support renewable energy investments.,No,Yes,No,support and enablement,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,establish a decentralized coordination at district local government levels to support the promotion of renewable energy investments at the lowest level.,No,Yes,No,support and enablement,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,"introduce specific regimes that favor renewable energy. these will include preferential tax treatment, tax exemption and accelerated depreciation. adapt taxation of conventional energy and fuels in view of the impact on the market for renewables.",No,Yes,No,Economic instrument,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,"promote appropriate r and d and local manufacturing capability, in renewable energy technologies. by advocating and supporting collaboration with researchers and developers in industrialized and other developing nations.",No,Yes,No,support and enablement,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,put in place legislation and regulations to promote the use of renewable energy and renewable energy technologies all sectors.,No,Yes,No,Regulatory,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,"implement innovative risk mitigation mechanisms and credit enhancement instruments, to provide comfort to project lenders and developers",No,Yes,No,Economic instrument,,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,"develop and promote knowledge and exchange of information on renewable energy to all stakeholders including the private sector, local governments and government institutions right to the lowest level.",No,Yes,No,"Information, educational, awareness",,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,establish a national energy committee with representatives from stakeholders to provide strategic policy guidance to the sector.,No,Yes,No,"Information, educational, awareness",,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,promote the implementation of appropriate standard guidelines and codes of practice for sustainable use of renewable energy.,No,Yes,No,"Information, educational, awareness",,
52,Uganda,2,Renewable Energy Policy for Uganda (2007-2017),Yes,multiple sectors,publish of a standardized power purchase agreement with feed-in tariffs for renewable energy generation projects of up to 20 mw installed capacity,No,Yes,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,Energy,Provide legal framework and infrastructure to facilitate introducing and using electric mobility.,No,No,No,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Establish a sustainable and viable electric vehicle charging ecosystem in Uganda.,No,No,No,Innovation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Develop and enforce energy efficiency regulations and standards for the transport sector.,No,No,No,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Promote and facilitate the development of infrastructure for cleaner and electric mobility.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Introduce fuel economy labelling for all motorised transport.,No,No,No,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Develop public sector guidelines that promote electric mobility.,No,No,No,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Promote the development of infrastructure for mass transportation that boosts fuel efficiency and the use of cleaner energy.,No,No,No,Innovation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Draw up policies to guide the e-mobility pathway.,No,No,No,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Build local capacity in the electric mobility sector.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,industry,Provide fiscal and non-fiscal incentives for increased adoption of electric vehicles.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Conduct information and public awareness campaigns on electric mobility.,No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Promote energy-efficient technologies and practices such as drip irrigation to minimise energy use and cooling efficiency.,No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,water,Promote optimisation of pump sizes to consider peak and off-peak season water requirements.,No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,agriculture,"Provide financial incentives and grants to agricultural producers to encourage the uptake of energy-efficient technologies, machinery and practices.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,agriculture,"Promote deployment of renewable energy systems (such as off-grid solar PV, solar drying, and geothermal) to reduce fossil fuel use in agriculture.",No,No,No,Innovation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Enhance the legal and institutional framework for nuclear energy to strengthen the promotion and regulation of the sub-sector in accordance with international Treaties, Conventions, Agreements and Protocols.",No,No,No,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Raise public awareness of the usefulness of power and non-power applications of nuclear energy to the economy.,No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Build human resource capacity and establish research and development facilities for the nuclear industry.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,waste managemnt,"Develop financing mechanisms for PPP investments, including decommissioning, spent fuel and radioactive waste management, in nuclear power development.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Support local participation in the nuclear industry through incentives, training and certification.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Conduct detailed technical and economic feasibility studies for the nuclear power project and nuclear fuel resources exploration and production.,No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,multiple sectors,"Support the establishment of radioisotope production facilities and irradiation infrastructure for medical, research and industrial applications.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Establish and strengthen the institutional, legislative and regulatory framework for the geothermal industry.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Develop a geothermal resources master plan to guide optimised resource development.,No,No,No,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Establish a geothermal communication strategy to raise public awareness and engage local governments and communities affected by geothermal development.,No,No,No,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Formulate innovative financing mechanisms for private geothermal resource development through the provision of fiscal and other incentives.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Conduct feasibility studies for geothermal resource exploration.,No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Support and mobilise funding to manage geothermal exploration risk and attract investors.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Streamline the licensing process of geothermal sites.,No,No,No,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Facilitate mapping of wind energy resource potential and sites to collect and compile wind energy data and continuously update the wind energy resource map.,No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Support Institutional capacity development to promote the usage of wind energy in various sectors.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Enhance technical capacity building on wind energy technologies to provide support services to wind geothermal resource development.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Promote research & development and technology transfer and development of wind energy resource solutions and technologies.,No,No,No,Innovation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Formulate, continually review, and enforce regulations and standards for wind energy technology.",No,No,No,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Support hybrid power generation systems involving wind energy resource.,No,No,No,Innovation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Provide a framework for the connection of electricity generated from wind energy to national and isolated grids through direct sale or net metering.,No,No,No,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Enhance advocacy, awareness and promotion of wind energy resource potential & technologies.",No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Provide incentives and mechanisms to enhance investment in wind energy development.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Formulate a strategic plan and investment guide for wind energy development as a component of the Integrated Energy Resources Plan.,No,No,No,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Establish an institutional, legal and regulatory framework for the development of green hydrogen.",No,No,No,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Support private sector investments in green hydrogen development.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Enhance technical capacity, research and development of the green hydrogen technologies.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Support institutional capacity building in the exploration and development of green hydrogen resources.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Provide incentives and mechanisms to enhance investment in green hydrogen energy development.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Enhance advocacy, awareness, and promotion of green hydrogen energy resource potential, technologies, and applications.",No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Support hybrid power generation systems involving green hydrogen energy.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Provide a framework for the connection of electricity generated from green hydrogen to national and isolated grids through direct sale or net metering. Formulate a strategic plan and investment guide for green hydrogen energy development as a component of the integrated energy resource plan.,No,No,No,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Develop a capital growth model in the tariff for self-sustainability by re-investing capital recovery plus Return on Equity (ROE).,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,multiple sectors,"Deploy financing resources starting with low-cost financing, including equity financing excess sector revenue, donor funding and debts.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Promote investment in power generation capacity to ensure that future electricity demand requirements are adequately met.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Facilitate investments in transmission infrastructure expansion for domestic supply and regional interconnection by government and private-public partnerships.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Provide rebates to customers who invest in infrastructure that benefits other businesses and premises.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Subsidise connection charges for eligible consumers within the low-voltage network.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Support greater financing provision by local commercial institutions for local entrepreneurship and innovative rural electrification solutions.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote mini-grid business model innovation, foster local entrepreneurship and provide a conducive environment for effective partnerships to create a thriving off-grid energy ecosystem capable of delivering social and economic value to scale.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Promote appropriate financing mechanisms to ensure investment viability for mini-grid developers and affordable end-user tariffs.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Provide financing and support for connections and government-owned distribution infrastructure.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,finance,"Promote innovative financing mechanisms to extend credit to service providers, unserved customers and SMEs.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Promote the implementation of affordable credit and innovative Financing mechanisms for renewable energy projects and technologies.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote financing of renewable energy projects through local investments, PPPs and targeted mechanisms, e.g., climate finance.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Support small and micro-enterprises through fiscal incentives to selected renewable energy technologies.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote financing schemes for clean cooking fuels and equipment through loans from targeted microfinance institutions, banks, SACCOs or other agencies.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Provide incentives for increased LPG usage, including free starter-kits distribution for first-time users.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Promote investments in LPG service points in peri-urban and rural areas.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Provide incentives to companies that fabricate efficient charcoal and firewood stoves.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Support investments in efficient solid biomass production, processing and conversion technologies, e.g., charcoal retorts.",No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote the development of green hydrogen production through electrolysis by creating investor-friendly terms, given the current surplus electricity production.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Implement incentives to promote the uptake of energy-efficient products and equipment.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Mobilise access to affordable financing for energy efficiency programmes.,No,No,No,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Promote the establishment of Energy Service Companies (ESCOs).,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Develop and implement NEMA-certified Environment and Social Impact Assessments for energy projects.,No,No,No,procedural instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote using cleaner, more efficient fuels and substituting biomass and fossil fuels with gas or electricity.",No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Develop and implement biodiversity management plans, ensure payment for ecosystem services through biodiversity offsets, and enforce environmental restoration of energy project sites. ",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,land,"Develop a resettlement action framework, ensure timely implementation of resettlement action plans and swift, transparent and equitable compensation for acquired land and wayleaves.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,land,"Develop and implement Livelihood Restoration Plans, Community Development Action Plans (CDAPs), and catchment management plans.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,land,Develop and enforce implementation of cultural site management plans in collaboration with other MDAs.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,waste managemnt,"Undertake compliance monitoring and enforcement, including the appropriate disposal.",No,No,No,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Strengthen the integrated energy planning in the energy supply and demand value chains.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Develop adequate laws and regulations for energy acts such as the direct sale of power, net metering, captive power, biomass, and energy efficiency regulation.",No,No,No,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Enhance stakeholder involvement in the formulation and implementation of energy projects.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Decentralise energy issues to the local governments.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Enhance technical capacity in energy sector governance.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Enhance stakeholder involvement in the formulation and implementation of energy projects.,No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,land,"To mitigate delays, develop mechanisms for effective community engagement on land and wayleaves acquisition and timely compensation payments to energy project-affected persons.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Set up and support skilling and training centres for capacity building in the energy sector.,No,No,No,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"coordination with other sectors, such as security and local government, in designing and implementing energy projects.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote innovation, research and development in the energy sector.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Strengthen data acquisition, including georeferenced information for all energy resources and projects.",No,No,No,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Establish and implement a gender strategy and action plan for the energy sector.,Yes,Yes,Yes,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Develop and build capacity for gender equality, women's empowerment, gender analysis and gender audits in the energy sector.",Yes,Yes,Yes,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Provide guidelines and technical support on gender-responsive planning and budgeting.,Yes,Yes,Yes,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Develop and implement a Sustainable Energy Response Plan for refugees and host communities under the Comprehensive Refugee Response Framework.,Yes,Yes,Yes,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Ensure Gender and Sex Disaggregated Data (GSDD) collection and highlight GSDD in sector communications and policy statements.,Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Support affirmative action to increase female participation in employment, entrepreneurship, and senior management in the energy sector.",Yes,Yes,Yes,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote career guidance and role models mentoring programmes in schools and tertiary institutions to increase girls' uptake of science, technology, engineering, and mathematics subjects (STEM).",Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,multiple sectors,"Institute measures that require contractors to incorporate local content in their employment scheme targeting young people, both male and female.",Yes,Yes,Yes,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Develop local energy sector workforce and skills through internships and apprenticeships involving young people.,Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,finance,Develop credit and financing mechanisms for young energy entrepreneurs.,Yes,Yes,Yes,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Establish institutions or measures to provide energy-related training and skills development for PWDs.,Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Institute measures that require large energy sector companies or organizations to include PWDs in their recruitment strategies.,Yes,Yes,Yes,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Set up energy-related fiscal incentives and waivers for households and educational and health institutions for PWDs.,Yes,Yes,Yes,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Carry out a baseline study for PWDs and energy.,Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote coordinated planning targeting PWDs between the main Ministries for PWDs and energy, namely MOGLSD, Ministry of Education, Ministry of Health and MEMD.",Yes,Yes,Yes,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,health,"Raise awareness of HIV risk, prevention, treatment and psychosocial support to empower communities with knowledge and skills to reduce the spread of HIV.",Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,health,Mobilize and sensitize energy project contractors on HIV prevention and its benefits and provide HIV and AIDS implementation guidelines.,Yes,Yes,Yes,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,health,"Support HIV testing and counselling services at workplaces, in projects and communities.",Yes,Yes,Yes,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,health,"Implement social welfare schemes specifically for persons living with HIV (PLWHIV), staff and their families.",Yes,Yes,Yes,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,health,"Mainstream HIV and AIDS in sectoral policies, plans, projects, and budgets.",Yes,Yes,Yes,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,health,Develop and implement an energy sector HIV and AIDS Action Plan with M&E aligned to the priorities of the National HIV and AIDS Strategic Plan.,Yes,Yes,Yes,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,health,Mobilize internal and external resources to support the implementation of the HIV and AIDS Action Plan and ensure the sustainability of the HIV/AIDS response.,Yes,Yes,Yes,Economic instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,health,"Build partnerships, networks, and collaborations for enhanced HIV response.",Yes,Yes,Yes,support and enablement,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,health,Ensure the inclusion of variables for collecting HIV and AIDS baseline data in all Environment and Social Impact Assessments for energy projects.,Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,multiple sectors,"Prepare a Climate Change Strategy and Action Plan to ensure that climate change is appropriately mainstreamed in the approaches to; project design, implementation, operations and maintenance.",Yes,Yes,Yes,soft instrument,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,water,Promote and participate in water resource regulation to ensure water availability for hydropower production.,Yes,Yes,Yes,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,water,Promote and participate in water catchment protection as part of hydroelectric power infrastructure development.,Yes,Yes,Yes,regulation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Diversify energy sources by promoting alternative renewable energy sources (such as solar, biomass, mini-hydro, geothermal and wind) less sensitive to climate change.",Yes,Yes,Yes,Innovation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote clean cooking technologies such as electric cooking, energy-efficient firewood cookstoves, LPG cookers and ethanol stoves to reduce biomass demand.",Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,Research to determine the potential impacts of climate change elements like rainstorms on the country's power supply chain.,Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,multiple sectors,"Build the capacity of the key actors through training and re-tooling in climate risk analysis, mitigation, and adaptation measures.",Yes,Yes,Yes,"Information, educational, awareness",,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Support research and development into locally appropriate technologies such as improved cook stoves, biogas, and battery storage technologies.",Yes,Yes,Yes,Innovation,,
52,Uganda,3,Energy Policy for Uganda (2023-2050),Yes,energy,"Promote climate-resilient energy and oil and gas infrastructure through design codes and guidelines (this will include developing climate-proof standards for project design, construction, and maintenance).",Yes,Yes,Yes,regulation,,
53,Western Sahara,1,National Adaptation Plan (NAP),n/a,cannot be accessed online,cannot be accessed online,cannot be accessed online,cannot be accessed online,cannot be accessed online,cannot be accessed online,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Establishment of cross-ministry unit for coordination of action on climate change,Yes,Yes,Yes,soft instrument,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,multiple sectors,Capacity building to support climate change unit and build capacity to address climate change through mitigation and adaptation actions across key ministries,Yes,Yes,Yes,support and enablement,,
